uuid,speaker,sentence,letter,emotion_en,suffix,path,paths
16b09La,16,b09,L,boring,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b09La,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b09La.wav
16b09Lb,16,b09,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b09Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b09Lb.wav
16b09Wb,16,b09,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b09Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b09Wb.wav
16b10Aa,16,b10,A,afraid,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Aa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Aa.wav
16b10Eb,16,b10,E,disgust,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Eb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Eb.wav
16b10Fb,16,b10,F,happy,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Fb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Fb.wav
16b10Lb,16,b10,L,boring,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Lb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Lb.wav
16b10Tb,16,b10,T,sad,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Tb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Tb.wav
16b10Td,16,b10,T,sad,d,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Td,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Td.wav
16b10Wa,16,b10,W,angry,a,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Wa,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Wa.wav
16b10Wb,16,b10,W,angry,b,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Wb,C:\Users\kiran\Desktop\MiniProject\archive (6)EmoDB\wav\16b10Wb.wav
